Document,FinBERT_Negative,FinBERT_Neutral,FinBERT_Positive,LM_Positive,LM_Negative,LM_Polarity,LM_Subjectivity,VADER_Negative,VADER_Neutral,VADER_Positive,VADER_Compound,SBN_Negative,SBN_Neutral,SBN_Positive,SBN_Compound,COVID_Related_Frequency,COVID_Contextual_Positive_Frequency,COVID_Contextual_Negative_Frequency,Sentence
RTX,0.26562976989938714,0.5478799926649692,0.18649023777982812,0.22422258592471359,0.5957446808510638,-0.15418287457888133,0.038062299654311356,0.040189852700491,0.8001178396072013,0.15969558101472994,0.27713682487725044,0.08031914893617022,0.5720932896890343,0.3476252045826514,0.305643535188216,0.06546644844517185,0.04746317512274959,0.029459901800327332,611
SBUX,0.27481343161045496,0.4812615557153404,0.2439250139255835,0.2616279069767442,0.5145348837209303,-0.1227712350999669,0.03595895559527823,0.04367151162790697,0.7801453488372093,0.17616860465116277,0.3161156976744186,0.07741279069767441,0.581063953488372,0.34150581395348834,0.3173497093023256,0.07848837209302326,0.055232558139534885,0.0377906976744186,344
SCHW,0.12033810226238349,0.6754427282306963,0.20421916928036352,0.18914956011730205,0.27712609970674484,-0.03399314239827004,0.027896838271693397,0.05267008797653959,0.7461099706744868,0.20122140762463345,0.3145472140762463,0.06568475073313783,0.5625601173020528,0.37177712609970676,0.3510549853372434,0.011730205278592375,0.010263929618768328,0.004398826979472141,682
SPGI,0.14049702656308288,0.5235828173722614,0.3359201578652127,0.2993311036789298,0.30267558528428096,-0.007023402091107736,0.03637866173274147,0.030371237458193978,0.7492842809364548,0.21866722408026756,0.3839887959866221,0.06699665551839465,0.5669916387959866,0.36434448160535116,0.36042006688963213,0.02508361204013378,0.016722408026755852,0.021739130434782608,598
SYK,0.2667350798952751,0.5647319992407202,0.16853292616935941,0.22033898305084745,0.3855932203389831,-0.11935018023785404,0.036869420868560286,0.0506864406779661,0.7335169491525424,0.18614406779661016,0.2595385593220339,0.08389830508474577,0.5301567796610169,0.35630084745762713,0.2829088983050847,0.07203389830508475,0.046610169491525424,0.05084745762711865,236
T,0.20996540717496406,0.6013095082489659,0.1887250854077735,0.1614420062695925,0.2884012539184953,-0.0791535399251733,0.02784023722758635,0.036105015673981194,0.8092742946708464,0.15460658307210032,0.2231514106583072,0.055520376175548586,0.6352727272727272,0.30923197492163007,0.25711818181818186,0.034482758620689655,0.0219435736677116,0.017241379310344827,638
TJX,0.21987074177795604,0.522112219799449,0.25801703957111033,0.15328467153284672,0.2956204379562044,-0.052068107327662386,0.02803232305884841,0.03302189781021898,0.8107481751824818,0.1525839416058394,0.24603430656934305,0.05321167883211679,0.6352116788321168,0.30789051094890507,0.2639766423357664,0.0364963503649635,0.025547445255474453,0.021897810218978103,274
TMO,0.17370280773750474,0.4935237490547908,0.33277344540330955,0.4,0.3116279069767442,0.07519373363054944,0.04263331345488977,0.044930232558139535,0.7632837209302326,0.19179069767441861,0.3251613953488372,0.06703720930232558,0.5161674418604651,0.4167255813953489,0.37533906976744186,0.06976744186046512,0.037209302325581395,0.05116279069767442,215
TSLA,0.169479024457674,0.5733936813962216,0.25712729598909106,0.2265625,0.2734375,-0.019184020606193977,0.026225170708150187,0.0325,0.7889791666666667,0.17851822916666668,0.3426559895833334,0.054510416666666665,0.5674166666666667,0.37809635416666665,0.3948578125,0.03125,0.015625,0.0234375,384
TXN,0.19760978605244045,0.5305786141928968,0.271811599810411,0.30985915492957744,0.09859154929577464,0.10328632120505578,0.03113689626306145,0.04647887323943662,0.7547042253521127,0.18474647887323942,0.2608049295774648,0.06457042253521127,0.5345,0.386830985915493,0.3045154929577465,0.02112676056338028,0.014084507042253521,0.007042253521126761,142
UBER,0.2155231300380922,0.5929176780605508,0.19155919027604884,0.2832980972515856,0.6596194503171248,-0.1737970471312376,0.04625634112904047,0.06034672304439746,0.7572325581395348,0.1824291754756871,0.2967158562367865,0.08551797040169133,0.5791374207188161,0.3353551797040169,0.3268143763213531,0.06976744186046512,0.05919661733615222,0.042283298097251586,473
UNH,0.16865328867995255,0.5692725066045249,0.26207420468615655,0.2972972972972973,0.26576576576576577,-0.004504488363384731,0.02879953402816395,0.0485990990990991,0.7576216216216216,0.19376576576576576,0.33211621621621623,0.062085585585585586,0.5780315315315315,0.3598738738738739,0.34304054054054056,0.23873873873873874,0.1981981981981982,0.06756756756756757,222
UNP,0.23818606720009758,0.5736792950722704,0.1881346384587084,0.3075,0.455,-0.06390147756074928,0.04684593199266532,0.072585,0.7678425,0.1595925,0.18860849999999998,0.10005750000000001,0.5791975,0.3207425,0.23364274999999998,0.0875,0.05,0.0475,400
UPS,0.19694181169956032,0.5076441066710493,0.29541408110912726,0.3495575221238938,0.34513274336283184,-0.028857473730123512,0.036979652446863395,0.03754646017699115,0.7538362831858406,0.20639380530973453,0.37770730088495574,0.07140707964601771,0.5479070796460177,0.3784579646017699,0.349425,0.05530973451327434,0.03761061946902655,0.01991150442477876,452
V,0.17917250333105927,0.6974019356428754,0.12342556187423406,0.23795180722891565,0.4126506024096386,-0.09216861187086794,0.04410354296265073,0.06755421686746989,0.7833885542168674,0.1460421686746988,0.17268614457831324,0.07444578313253013,0.6148795180722891,0.30767168674698797,0.23338614457831325,0.02710843373493976,0.012048192771084338,0.006024096385542169,332
VRTX,0.13845046060378569,0.5773242653516315,0.2842252725304023,0.4013377926421405,0.3110367892976589,0.09264205953742063,0.03920268363785513,0.03740802675585284,0.7746153846153847,0.1879799331103679,0.33760200668896323,0.053471571906354515,0.5379498327759198,0.4085551839464883,0.40343779264214047,0.09698996655518395,0.07023411371237458,0.046822742474916385,299
VZ,0.17087934858306017,0.5835124167997838,0.2456082354861069,0.28257686676427524,0.3411420204978038,-0.024492768381520213,0.03691150993337099,0.04638213762811127,0.7854509516837481,0.16670424597364566,0.27101288433382137,0.06843338213762812,0.5455490483162518,0.38453440702781844,0.32819033674963394,0.08784773060029283,0.06734992679355783,0.048316251830161056,683
WMT,0.23698537076795193,0.5489973912721104,0.2140172393188219,0.27927927927927926,0.33633633633633636,-0.013113118873859885,0.035590388772666,0.04402402402402403,0.7708618618618619,0.1820810810810811,0.3098444444444445,0.06907807807807807,0.5643813813813814,0.36354354354354357,0.3356327327327327,0.006006006006006006,0.003003003003003003,0.003003003003003003,333
